Municipality,Year,YieldPortfolio,Tmin_mean,Tmin_min,Tmax_mean,Tmax_max,Tmean_mean,Ptot_sum,Ptot_max,GDD_sum,HotDays_sum,FrostDays_sum,WetDays_sum
ALEXANDER,1996,0.8819752744948882,-2.2310281146775957,-37.79577364,5.486426293898907,34.52690051,1.627699089827869,0.7777804918060001,0.047799445,1786.386633381,5,189,112
ALEXANDER,1997,1.0250253904006885,-0.2778856170821918,-32.50827074,7.448730493569863,31.53467951,3.585422438778082,0.7450158646215,0.035827894,1811.883023998,2,186,107
ALEXANDER,1998,0.8221301882300572,1.8768967914164385,-28.89851107,9.551834003131507,30.9718623,5.71436539789589,0.673299811563,0.040895595,2024.970220069,3,153,111
ALEXANDER,1999,1.0750267758301544,1.2744632418958906,-30.35754053,8.904039750547946,33.45740217,5.089251496619178,0.655147393424,0.035640592,1822.98937501,5,165,119
ALEXANDER,2000,0.7236690659143397,0.006244170633879776,-30.73868666,7.698552632636613,30.33708087,3.8523984018251363,0.888864951505,0.043473258,1813.705321035,2,161,125
ALEXANDER,2001,0.7609417809856063,1.2684644520876711,-28.66438048,8.91003946199726,34.65579061,5.089251957531507,0.65695102923,0.048225311,1954.685977414,6,162,107
ALEXANDER,2002,1.052398658575202,-0.2998193481068493,-32.87398308,7.477376479304109,35.84906527,3.588778566268493,0.6877788604349,0.044906678,1799.229805264,9,206,117
ALEXANDER,2003,1.5127120259655615,0.1429687992465753,-32.17168545,8.045097101101371,32.8007519,4.094032950673973,0.6199725267796,0.039536123,2009.056345128,7,174,111
ALEXANDER,2004,1.1965310131968596,-0.760712270898907,-36.41641955,6.925651676163934,30.02250356,3.0824697030846995,0.902353209779,0.035354253,1530.374813287,1,170,145
ALEXANDER,2005,0.4313282621706346,0.8915912782383562,-39.46482082,8.673234132589041,34.86161004,4.7824127059561645,0.710266249315,0.051154048,1997.614254444,13,158,118
ALEXANDER,2006,1.5463462783729787,1.8229498633123289,-30.64649744,10.070142806005478,33.9701243,5.946546335493151,0.5107978688815,0.016829811,2155.578809584,11,173,97
ALEXANDER,2007,0.7662193723228711,0.3382731522383562,-34.94690423,8.27412897010685,35.80776405,4.30620106159726,0.646071379537,0.040553755,2026.111797166,10,157,120
ALEXANDER,2008,1.5629498817869145,-1.601618740508197,-35.90497535,6.849092406030055,31.19781905,2.6237368328224044,0.70062040769,0.03763685,1712.13326548,3,182,126
ALEXANDER,2009,0.9500530945961668,-0.46934469782465754,-29.42780852,7.117562219715069,30.42561531,3.3241087611808218,0.655315768096,0.033841056,1639.59638967,1,171,110
ALEXANDER,2010,0.8691969056540709,1.3306089246657533,-29.0655076,9.266889111427396,32.34259675,5.2987490185506845,0.82571614525,0.047524271,1992.911188637,8,146,110
ALEXANDER,2011,1.043475684301261,0.7447765004465754,-30.28381379,8.876778636920548,34.24244179,4.810777569175342,0.550288895124,0.0572816,2047.434745238,10,165,102
ALONSA,1996,0.7644052027836119,-2.1743841580710384,-38.13863938,5.582280559789617,34.07486488,1.703948201125683,0.585191385724,0.027320253,1767.640053196,8,185,95
ALONSA,1997,0.6091731382321035,-0.2583396401589041,-32.14855907,7.756863214246575,32.49487929,3.749261787353425,0.44,0.06,1828.528747537,8,187,31
ALONSA,1998,0.6711638632126895,1.3292895421863014,-27.22245901,8.838147325715068,30.7247808,5.083718434463013,0.62,0.05,1944.121861129,4,164,44
ALONSA,1999,0.6669972133677914,1.2883944081315069,-28.58077896,8.833443374517808,32.59368115,5.060918891750685,0.52,0.03,1779.503394586,5,163,38
ALONSA,2000,1.124610696195376,-0.173678414352459,-29.95582787,7.452739988147541,33.19322084,3.6395307871748632,0.62,0.04,1801.359081175,4,163,48
ALONSA,2001,0.815103567661396,1.1426991167917808,-30.67790568,8.981783536071234,34.88961742,5.06224132700274,0.52,0.04,1935.954316818,6,172,39
ALONSA,2002,0.7710839593766362,-0.3248894007232877,-30.4650116,7.366246873704109,35.85296812,3.5206787370164383,0.39,0.04,1755.313278868,10,205,30
ALONSA,2003,0.7909408666987519,0.07266438681095891,-31.34429172,8.031633287638355,34.31560886,4.052148837556165,0.33,0.04,2015.302154441,12,168,26
ALONSA,2004,1.1273774035213278,-0.2980508922868852,-32.53599131,6.951137613754098,31.41622956,3.326543361005464,0.5,0.03,1528.230119211,1,171,40
ALONSA,2005,1.1817364030040889,1.2755630227452055,-32.94757038,8.577700234863014,33.54576579,4.926631629394521,0.39,0.03,1920.689013098,9,162,31
ALONSA,2006,1.0860053250081199,2.097408312375342,-28.97206022,9.852014990038358,33.25956176,5.974711651841096,0.26,0.03,2101.597464166,6,174,22
ALONSA,2007,0.9435502204830811,0.7630891276986301,-30.10484172,8.324180734786301,36.011339,4.543634931561644,0.34,0.03,1972.300863891,11,158,25
ALONSA,2008,0.9979249787138008,-0.9058235901775956,-28.46209732,7.0631524157950825,31.79209446,3.078664413046448,0.48,0.03,1728.069464298,3,182,35
ALONSA,2009,0.9952583506512077,-0.17130145234520552,-27.51829465,7.214744975430137,31.17831516,3.521721762147945,0.44,0.09,1666.787596669,1,173,29
ALONSA,2010,0.9122441995120891,1.3137083644273972,-25.88267665,8.890868489167122,32.29888039,5.102288427287672,0.65,0.06,1945.9648603589999,5,153,41
ALONSA,2011,0.7822553070618281,0.5224198694712329,-29.06102514,8.774522155345204,37.78682582,4.648471012789042,0.4,0.03,2038.466113015,13,174,32
ARGYLE,1996,2.135351286183536,-2.473992472423497,-37.9555179,5.11337633329235,33.79894703,1.3196919307213113,0.6,0.05,1733.806011084,5,189,47
ARGYLE,1997,2.3097100434898006,-0.2908834178794521,-34.25686917,7.892857436550686,31.95224538,3.800987009860274,0.49,0.09,1867.913750182,3,186,29
ARGYLE,1998,2.8040095137071175,1.4689220544438357,-29.31107773,8.954460151515068,31.06352157,5.211691103197261,0.68,0.06,1982.782674613,4,159,46
ARGYLE,1999,2.3991764617819884,1.1475981892575342,-28.47279898,8.944970197350685,32.36098918,5.046284193668493,0.48,0.05,1769.664682495,4,166,31
ARGYLE,2000,2.437978623251561,0.027559263704918083,-30.26741346,7.6985579958989065,33.22266559,3.863058629909836,0.61,0.04,1859.754012462,3,162,45
ARGYLE,2001,2.595898663622092,0.9545365663205481,-29.70335948,8.977459341980822,34.12564879,4.9659979544712325,0.36,0.03,1952.355315466,9,170,28
ARGYLE,2002,2.223526747986458,-0.18822115636986303,-31.53544815,7.7753188762547945,34.99238999,3.793548860238356,0.34,0.04,1800.980997667,10,205,23
ARGYLE,2003,3.078059025142556,-0.09885924483287672,-32.9792376,7.9405130016082195,32.67084992,3.9208268789671235,0.4,0.04,2006.506285349,7,171,32
ARGYLE,2004,3.5237075414973105,-0.28531630059016394,-31.64293959,7.164802399489071,29.8044241,3.4397430497677597,0.52,0.03,1537.083660998,0,176,39
ARGYLE,2005,3.2872508749228544,1.0026914423726028,-29.20923898,8.584364120334246,32.89382477,4.793527781936986,0.44,0.06,1928.12886408,11,161,29
ARGYLE,2006,3.718565361952404,1.6671094996465754,-31.58394645,9.67204123999726,33.44759363,5.669575370336987,0.22,0.02,2105.100499724,12,173,19
ARGYLE,2007,3.7822826116467834,0.5338595387753424,-30.72481407,8.625553173819178,35.78427463,4.57970635690411,0.36,0.05,2062.917442673,11,154,27
ARGYLE,2008,4.943066028386158,-1.309476885909836,-34.47840737,7.106460131101093,32.73860595,2.8984916227704915,0.43,0.04,1769.29528288,5,184,32
ARGYLE,2009,3.504373912547417,-0.858950654750685,-32.7090548,6.909445230816439,31.34085189,3.0252472884575345,0.37,0.08,1709.250492553,2,177,27
ARGYLE,2010,5.024896650982983,1.0469633445260274,-30.44814827,8.794022858534246,33.72959778,4.9204931020191784,0.54,0.04,2012.776050971,7,153,37
