Municipality,Year,YieldPortfolio
RIDING MOUNTAIN WEST,2001,4.741531013422087
RIDING MOUNTAIN WEST,2002,4.487135368880392
RIDING MOUNTAIN WEST,2003,4.45209800549828
RIDING MOUNTAIN WEST,2004,3.575438120370895
RIDING MOUNTAIN WEST,2005,5.672297085027446
RIDING MOUNTAIN WEST,2006,7.298150305048888
RIDING MOUNTAIN WEST,2007,5.574204920902144
RIDING MOUNTAIN WEST,2008,7.652327868699408
RIDING MOUNTAIN WEST,2009,7.9448985095664595
RIDING MOUNTAIN WEST,2010,7.188237730391847
RIDING MOUNTAIN WEST,2011,6.3560706955784605
RITCHOT,1996,1.2536945382471465
RITCHOT,1997,0.8595370953123989
RITCHOT,1998,1.9472871599231163
RITCHOT,1999,1.7379395528087729
RITCHOT,2000,0.8627987737428915
RITCHOT,2001,0.7688801738944735
RITCHOT,2002,1.8452505291214616
RITCHOT,2003,2.5089698447806703
RITCHOT,2004,2.1792870833532514
RITCHOT,2005,0.4077129805640035
RITCHOT,2006,1.6225865585416412
RITCHOT,2007,2.1874335289606632
RITCHOT,2008,3.391825931139166
RITCHOT,2009,2.1690860966652448
RITCHOT,2010,2.4720663447820685
RITCHOT,2011,1.9956148920795
RIVERDALE,1996,2.225894421296051
RIVERDALE,1997,2.0659095173347692
RIVERDALE,1998,2.3153918395810806
RIVERDALE,1999,1.7857342016810689
RIVERDALE,2000,2.165282946437412
RIVERDALE,2001,1.8653914212844744
RIVERDALE,2002,2.2950642118427584
RIVERDALE,2003,2.263924043105625
RIVERDALE,2004,2.733508783329259
RIVERDALE,2005,2.5904500957385315
RIVERDALE,2006,2.5130332848753936
RIVERDALE,2007,2.2487342749105714
RIVERDALE,2008,2.775405726491237
RIVERDALE,2009,3.76107458582783
RIVERDALE,2010,2.6375770646713814
RIVERDALE,2011,2.634741415140936
ROCKWOOD,1996,1.487110947088325
ROCKWOOD,1997,2.376649571382478
ROCKWOOD,1998,3.098784607768373
ROCKWOOD,1999,3.257926841824731
ROCKWOOD,2000,1.9651912226708084
ROCKWOOD,2001,1.643853787548458
ROCKWOOD,2002,2.8099218464505356
ROCKWOOD,2003,4.211299570232004
ROCKWOOD,2004,3.781035397977435
ROCKWOOD,2005,1.6954179425887725
ROCKWOOD,2006,3.3537418402248163
ROCKWOOD,2007,3.175514965329845
ROCKWOOD,2008,4.257123274919174
ROCKWOOD,2009,3.644226751980269
ROCKWOOD,2010,2.7259015703726788
ROCKWOOD,2011,2.5747587243196235
ROLAND,1996,2.319140783073224
ROLAND,1997,1.937545272463809
ROLAND,1998,3.341021261223034
ROLAND,1999,3.176554757072242
ROLAND,2000,2.7396655365090266
ROLAND,2001,2.326303930168078
ROLAND,2002,2.2297276438971334
ROLAND,2003,3.607511731413857
ROLAND,2004,3.843246209074135
ROLAND,2005,1.513178896883246
ROLAND,2006,3.675753909667845
ROLAND,2007,3.2742776050617324
ROLAND,2008,5.44611715604518
ROLAND,2009,4.546555947707044
ROLAND,2010,4.005360338507889
ROLAND,2011,3.6581194239914425
ROSEDALE,1996,1.6104022236293756
ROSEDALE,1997,2.6914156047485003
ROSEDALE,1998,3.025212073963494
ROSEDALE,1999,1.7021147600010929
ROSEDALE,2000,2.2575868828030847
ROSEDALE,2001,2.0456682407666746
ROSEDALE,2002,2.167394474120297
ROSEDALE,2003,2.506352776055638
ROSEDALE,2004,3.4707188831375886
ROSEDALE,2005,1.9693977075325828
ROSEDALE,2006,3.313724143471864
ROSEDALE,2007,3.146835705948699
ROSEDALE,2008,3.8012774633273096
ROSEDALE,2009,4.114149873323048
ROSEDALE,2010,2.9177968512041
ROSEDALE,2011,1.227964689800817
ROSSBURN,1996,1.40471035698709
ROSSBURN,1997,1.561945021101599
ROSSBURN,1998,1.3537895819465748
ROSSBURN,1999,1.590827588924875
ROSSBURN,2000,2.528506410344241
ROSSBURN,2001,2.0643509502196986
ROSSBURN,2002,2.777228717595418
ROSSBURN,2003,2.2271239718033287
ROSSBURN,2004,1.1179646997117032
ROSSBURN,2005,2.030676156479571
ROSSBURN,2006,3.047438637015428
ROSSBURN,2007,2.549734836579067
ROSSBURN,2008,3.451347381899137
ROSSBURN,2009,3.621757610428507
ROSSBURN,2010,2.628446830205464
ROSSBURN,2011,1.925640779020506
ROSSER,1996,1.7845107101525055
ROSSER,1997,1.755839609694219
ROSSER,1998,1.9908229611867947
ROSSER,1999,2.636590029317459
ROSSER,2000,1.8100904934707005
ROSSER,2001,1.150188696955301
ROSSER,2002,2.3921972388501382
ROSSER,2003,2.650038430830775
ROSSER,2004,2.5838455323110945
ROSSER,2005,0.486778961552079
ROSSER,2006,1.4836329009607492
ROSSER,2007,1.9242574618996802
ROSSER,2008,3.3634107384536946
ROSSER,2009,2.878527434991974
ROSSER,2010,1.3605372313339015
ROSSER,2011,0.9622176461289292
RUSSELL-BINSCARTH,1996,3.049510720863675
RUSSELL-BINSCARTH,1997,2.212010392408903
RUSSELL-BINSCARTH,1998,2.261135701861069
RUSSELL-BINSCARTH,1999,2.7847902767011723
RUSSELL-BINSCARTH,2000,2.4499406360092375
RUSSELL-BINSCARTH,2001,1.80183119979522
RUSSELL-BINSCARTH,2002,2.4176936729765552
RUSSELL-BINSCARTH,2003,2.340290613589142
RUSSELL-BINSCARTH,2004,2.1507672744006836
RUSSELL-BINSCARTH,2005,3.7547833768855816
RUSSELL-BINSCARTH,2006,2.6001494640447222
RUSSELL-BINSCARTH,2007,2.476960037602527
RUSSELL-BINSCARTH,2008,5.8724093569132565
RUSSELL-BINSCARTH,2009,4.41879825425021
RUSSELL-BINSCARTH,2010,4.1917851485219275
RUSSELL-BINSCARTH,2011,2.852730973122497
SIFTON,1996,0.5374829987665054
SIFTON,1997,0.34365940296834524
SIFTON,1998,0.4131661935689684
SIFTON,1999,0.3372156380899283
SIFTON,2000,0.4177242030288158
SIFTON,2001,0.5567410227254754
SIFTON,2002,0.28507801722667564
SIFTON,2003,0.35901968147162505
SIFTON,2004,0.7002306294822612
SIFTON,2005,0.3045264142376925
SIFTON,2006,0.29354130658729904
SIFTON,2007,0.6927277144689417
SIFTON,2008,0.5574783001593178
SIFTON,2009,0.3847909269345806
SIFTON,2010,0.45921177835764904
SIFTON,2011,0.2657525995709328
SOURIS-GLENWOOD,1996,2.4960054761331083
SOURIS-GLENWOOD,1997,2.651926288080902
SOURIS-GLENWOOD,1998,2.558392027534892
SOURIS-GLENWOOD,1999,1.6085233383493878
SOURIS-GLENWOOD,2000,2.2144869945209726
SOURIS-GLENWOOD,2001,2.104286486368098
SOURIS-GLENWOOD,2002,1.3895895020326305
SOURIS-GLENWOOD,2003,1.530826512820413
SOURIS-GLENWOOD,2004,2.325633995036863
SOURIS-GLENWOOD,2005,1.9145517295898586
SOURIS-GLENWOOD,2006,2.278175521891998
SOURIS-GLENWOOD,2007,2.3841142403167783
SOURIS-GLENWOOD,2008,4.199949104826925
SOURIS-GLENWOOD,2009,3.177958942410393
SOURIS-GLENWOOD,2010,2.979564819253863
SOURIS-GLENWOOD,2011,0.8859879143399142
SPRINGFIELD,1996,1.0928237168999433
SPRINGFIELD,1997,1.3564819288209462
SPRINGFIELD,1998,2.2940499310079043
SPRINGFIELD,1999,2.6845132242154714
SPRINGFIELD,2000,0.762493171862095
SPRINGFIELD,2001,0.8160030290433461
SPRINGFIELD,2002,2.2732566585344776
SPRINGFIELD,2003,2.9652763619238174
SPRINGFIELD,2004,1.9342513887329338
SPRINGFIELD,2005,0.19939507204881357
SPRINGFIELD,2006,2.3353022088899333
SPRINGFIELD,2007,2.0830346412842156
SPRINGFIELD,2008,3.0998386476434447
SPRINGFIELD,2009,1.9782315561506265
SPRINGFIELD,2010,1.601712668225839
SPRINGFIELD,2011,2.9655735954830185
ST. ANDREWS,1996,1.925715159317796
ST. ANDREWS,1997,2.66487287408737
ST. ANDREWS,1998,2.69733645180968
ST. ANDREWS,1999,4.043479963183655
ST. ANDREWS,2000,2.1868882010571506
ST. ANDREWS,2001,1.5832055565428205
ST. ANDREWS,2002,2.2280909008704537
ST. ANDREWS,2003,3.9648391358085973
ST. ANDREWS,2004,3.978469492637048
ST. ANDREWS,2005,0.5464101887541094
ST. ANDREWS,2006,3.2669113727627304
ST. ANDREWS,2007,4.298496276727476
ST. ANDREWS,2008,3.8838339051876027
ST. ANDREWS,2009,2.659890374097603
ST. ANDREWS,2010,1.5288756815243776
ST. ANDREWS,2011,1.732991441538807
ST. CLEMENTS,1996,0.8345015890436743
ST. CLEMENTS,1997,1.398855199810624
ST. CLEMENTS,1998,1.6108433955424586
ST. CLEMENTS,1999,2.0649081361999277
ST. CLEMENTS,2000,1.1227604131342592
ST. CLEMENTS,2001,0.5530599513034449
ST. CLEMENTS,2002,1.254383505164819
ST. CLEMENTS,2003,1.9083570942705634
ST. CLEMENTS,2004,2.255744931506338
ST. CLEMENTS,2005,0.6561259325869738
ST. CLEMENTS,2006,1.2882838644328531
ST. CLEMENTS,2007,1.1379203108248988
ST. CLEMENTS,2008,1.7344030892885673
ST. CLEMENTS,2009,1.33422463029955
ST. CLEMENTS,2010,1.3948295507499877
ST. CLEMENTS,2011,1.3325543838444078
ST. FRANCIS XAVIER,1996,1.4176411294351805
ST. FRANCIS XAVIER,1997,1.7330854730322847
ST. FRANCIS XAVIER,1998,1.8914837233262345
ST. FRANCIS XAVIER,1999,1.9749437872183762
ST. FRANCIS XAVIER,2000,1.7356090012993062
ST. FRANCIS XAVIER,2001,1.1374555124184058
ST. FRANCIS XAVIER,2002,1.5996541154906454
ST. FRANCIS XAVIER,2003,2.786957863546344
ST. FRANCIS XAVIER,2004,2.148132744044494
ST. FRANCIS XAVIER,2005,0.26615655276449235
ST. FRANCIS XAVIER,2006,1.358427383459438
ST. FRANCIS XAVIER,2007,2.1108368630489918
ST. FRANCIS XAVIER,2008,2.1975735423244824
ST. FRANCIS XAVIER,2009,2.380914815366364
ST. FRANCIS XAVIER,2010,1.1777735387884702
ST. FRANCIS XAVIER,2011,0.5871405018954786
ST. LAURENT,1996,0.08961735116853076
ST. LAURENT,1997,0.04397549839653075
ST. LAURENT,1998,0.5017445151853429
ST. LAURENT,1999,0.12564086867895932
ST. LAURENT,2000,0.0682982393917773
ST. LAURENT,2001,0.1172911537018983
ST. LAURENT,2002,0.1837254007351304
ST. LAURENT,2003,0.21684764940456167
ST. LAURENT,2004,0.30577203856992324
ST. LAURENT,2005,0.0700108125220442
ST. LAURENT,2006,0.20445635515287247
ST. LAURENT,2007,0.20853300125199425
ST. LAURENT,2009,0.035315188617314336
ST. LAURENT,2010,0.0037173882755067718
STANLEY,1996,2.0196270287058087
STANLEY,1997,2.2107293990391423
STANLEY,1998,2.276533855479493
STANLEY,1999,2.4195594615912435
STANLEY,2000,3.0574291761713654
STANLEY,2001,2.4213865704698794
STANLEY,2002,2.5914918941533793
STANLEY,2003,2.6719460197523173
STANLEY,2004,2.3075400492070046
STANLEY,2005,1.8962128602204391
STANLEY,2006,3.284287450275522
STANLEY,2007,3.7978509773380575
STANLEY,2008,5.478794345046218
STANLEY,2009,4.6507286104789625
STANLEY,2010,3.9366255638876297
STANLEY,2011,4.079049727656872
STE. ANNE,1996,0.3580130989443769
STE. ANNE,1997,0.40957457543417264
STE. ANNE,1998,0.45339943688740064
STE. ANNE,1999,0.8081743395011289
STE. ANNE,2000,0.5102457942946764
STE. ANNE,2001,0.3914360311586608
STE. ANNE,2002,0.7443803244505444
STE. ANNE,2003,0.9554527433205877
STE. ANNE,2004,0.488888366270374
STE. ANNE,2005,0.09721006665176335
STE. ANNE,2006,1.2412537338427334
STE. ANNE,2007,1.17896124356057
STE. ANNE,2008,1.5335735520718659
STE. ANNE,2009,1.0130815522919743
STE. ANNE,2010,0.8991681223382674
STE. ANNE,2011,1.0772694392066648
STE. ROSE,1996,2.0103981288937756
STE. ROSE,1997,2.658404319924243
STE. ROSE,1998,2.0046449548259893
STE. ROSE,1999,1.8802485042195363
STE. ROSE,2000,1.8800630940474319
STE. ROSE,2001,1.4124151356143166
STE. ROSE,2002,2.0169435614886626
STE. ROSE,2003,2.486351238482282
STE. ROSE,2004,2.416926147491814
STE. ROSE,2005,3.0777368539344834
STE. ROSE,2006,2.4396143909657386
STE. ROSE,2007,1.7165138297856384
STE. ROSE,2008,3.319721682723365
STE. ROSE,2009,2.962303587681438
STE. ROSE,2010,1.5928122712487207
STE. ROSE,2011,1.1630515730099606
STUARTBURN,1996,0.3509364392280997
STUARTBURN,1997,0.06543285349678904
STUARTBURN,2000,0.05957883209117799
STUARTBURN,2001,0.13714811632222884
STUARTBURN,2002,0.5047648277522933
STUARTBURN,2003,0.6519016288715007
STUARTBURN,2004,0.842026773264363
STUARTBURN,2005,0.7740966543213292
STUARTBURN,2006,0.5001039809142219
STUARTBURN,2007,0.7352916093423779
STUARTBURN,2008,0.45677755605439524
STUARTBURN,2009,0.4408896570523797
STUARTBURN,2010,0.563578156711463
STUARTBURN,2011,0.4357763681806519
SWAN VALLEY WEST,1996,2.3281004482242715
SWAN VALLEY WEST,1997,4.2174327908830715
SWAN VALLEY WEST,1998,4.436141602317408
SWAN VALLEY WEST,1999,6.737000020535129
SWAN VALLEY WEST,2000,7.6911640811868
SWAN VALLEY WEST,2001,6.789475475506531
SWAN VALLEY WEST,2002,5.486656520103398
SWAN VALLEY WEST,2003,5.451780184263115
SWAN VALLEY WEST,2004,7.470009009892888
SWAN VALLEY WEST,2005,8.67152419303669
SWAN VALLEY WEST,2006,5.693541801743213
SWAN VALLEY WEST,2007,5.64224096289258
SWAN VALLEY WEST,2008,8.060583811938146
SWAN VALLEY WEST,2009,7.8835184360560495
SWAN VALLEY WEST,2010,6.468156759867119
SWAN VALLEY WEST,2011,8.844190170873116
TACHE,1996,1.2339356491609987
TACHE,1997,1.087243069526478
TACHE,1998,1.6186457424838676
TACHE,1999,1.9584599255658934
TACHE,2000,0.8821254863744512
TACHE,2001,0.4748611640512738
TACHE,2002,2.314980926024828
TACHE,2003,2.9610098152949473
TACHE,2004,1.9341827795441102
TACHE,2005,0.39913254035283685
TACHE,2006,2.790293966900615
TACHE,2007,2.0639787513086882
TACHE,2008,3.5140098143284693
TACHE,2009,1.9599041215384294
TACHE,2010,1.947268281127299
TACHE,2011,3.2287256905960136
THOMPSON,1996,2.1067349911659616
THOMPSON,1997,2.62110097181713
THOMPSON,1998,2.7417916810461036
THOMPSON,1999,2.9953568268069306
THOMPSON,2000,2.8010440494241386
THOMPSON,2001,2.844603853496387
THOMPSON,2002,2.7491080557273704
THOMPSON,2003,3.7780240045650264
THOMPSON,2004,3.2819171985359405
THOMPSON,2005,1.9778625309971964
THOMPSON,2006,2.8547088815470736
THOMPSON,2007,3.555904017064811
THOMPSON,2008,5.639570543918452
THOMPSON,2009,4.137488950053569
THOMPSON,2010,4.060828755261189
THOMPSON,2011,2.7896082474071924
TWO BORDERS,1996,2.648765600858585
TWO BORDERS,1997,2.1367375372684276
TWO BORDERS,1998,2.878549396951423
TWO BORDERS,1999,1.6855683188365884
TWO BORDERS,2000,4.475043129139859
TWO BORDERS,2001,3.2966958961416566
TWO BORDERS,2002,2.381854559253699
TWO BORDERS,2003,3.2824837552196726
TWO BORDERS,2004,4.040610651495168
TWO BORDERS,2005,2.720991229942183
TWO BORDERS,2006,3.5698832035454493
TWO BORDERS,2007,3.672938283802566
TWO BORDERS,2008,4.218025095526269
TWO BORDERS,2009,5.859006008525995
TWO BORDERS,2010,3.6520046126178607
TWO BORDERS,2011,1.0092546212228029
UNORG TERRITORY,1996,0.026102958592384172
UNORG TERRITORY,1997,0.3420717902500283
UNORG TERRITORY,1998,0.23039463204878272
UNORG TERRITORY,1999,0.11008215036998396
UNORG TERRITORY,2000,0.1673307560886001
UNORG TERRITORY,2001,0.24906822130986594
UNORG TERRITORY,2002,0.5442133059781463
UNORG TERRITORY,2003,0.33744153634627355
UNORG TERRITORY,2004,0.3926664438251774
UNORG TERRITORY,2005,0.5031175619733663
UNORG TERRITORY,2006,0.640381624658973
UNORG TERRITORY,2007,0.4503854817398947
UNORG TERRITORY,2008,0.23916893669236977
UNORG TERRITORY,2009,0.30859867809042596
UNORG TERRITORY,2010,0.18300599751766194
UNORG TERRITORY,2011,0.16643787839098484
VICTORIA,1996,1.7835875987808387
VICTORIA,1997,1.481548160780207
VICTORIA,1998,2.57824758713475
VICTORIA,1999,2.4234588480323316
VICTORIA,2000,2.448975570669294
VICTORIA,2001,2.6986208897445767
VICTORIA,2002,1.8978008346178645
VICTORIA,2003,2.3606254214809805
VICTORIA,2004,3.821895589314896
VICTORIA,2005,2.3111251542736344
VICTORIA,2006,2.105911942881467
VICTORIA,2007,2.166928039841574
VICTORIA,2008,4.263177349236632
VICTORIA,2009,4.512803956883612
VICTORIA,2010,4.297014861989847
VICTORIA,2011,3.206136621942274
WALLACE-WOODWORTH,1996,4.3073781190990275
WALLACE-WOODWORTH,1997,3.2314078481171085
WALLACE-WOODWORTH,1998,3.718099659455261
WALLACE-WOODWORTH,1999,3.0627578241745694
WALLACE-WOODWORTH,2000,4.343518857472825
WALLACE-WOODWORTH,2001,3.4491468767917164
WALLACE-WOODWORTH,2002,4.379966858907342
WALLACE-WOODWORTH,2003,4.261034875781734
WALLACE-WOODWORTH,2004,5.541129221204988
WALLACE-WOODWORTH,2005,3.9119904125342537
WALLACE-WOODWORTH,2006,5.092494057448252
WALLACE-WOODWORTH,2007,5.287933651384549
WALLACE-WOODWORTH,2008,7.423844920919433
WALLACE-WOODWORTH,2009,7.925438227927596
WALLACE-WOODWORTH,2010,6.509924524057032
WALLACE-WOODWORTH,2011,2.910787224293223
WEST INTERLAKE,1996,1.1264366562587567
WEST INTERLAKE,1997,0.9032526410561885
WEST INTERLAKE,1998,1.0041676397548958
WEST INTERLAKE,1999,1.2041902092238288
WEST INTERLAKE,2000,0.9172019562973125
WEST INTERLAKE,2001,1.1078675730846617
WEST INTERLAKE,2002,0.7735870821395451
WEST INTERLAKE,2003,0.4058922279197187
WEST INTERLAKE,2004,1.1795922327258401
WEST INTERLAKE,2005,1.0348217112466254
WEST INTERLAKE,2006,1.0008862939883163
WEST INTERLAKE,2007,1.2413140950074144
WEST INTERLAKE,2008,0.9524155714116247
WEST INTERLAKE,2009,0.8364720268419726
WEST INTERLAKE,2010,0.8554467093658286
WEST INTERLAKE,2011,0.8661485388182231
WEST ST. PAUL,1996,0.4638149655467032
WEST ST. PAUL,1997,0.15598706362481018
WEST ST. PAUL,1998,0.3397665618813087
WEST ST. PAUL,1999,0.3703769360780236
WEST ST. PAUL,2000,0.09936375374984663
WEST ST. PAUL,2001,0.08456171745090749
WEST ST. PAUL,2002,0.13671133668389393
WEST ST. PAUL,2003,0.1993348523990734
WEST ST. PAUL,2004,0.2074800271102904
WEST ST. PAUL,2005,0.06008153620941612
WEST ST. PAUL,2006,0.10666130168625723
WEST ST. PAUL,2007,0.1552488200542576
WEST ST. PAUL,2008,0.2567140028811256
WEST ST. PAUL,2009,0.08805310468728668
WEST ST. PAUL,2010,0.18886893198480903
WEST ST. PAUL,2011,0.13697149618022372
WESTLAKE-GLADSTONE,1996,3.2646777554250255
WESTLAKE-GLADSTONE,1997,3.4911533406541104
WESTLAKE-GLADSTONE,1998,5.172436210360801
WESTLAKE-GLADSTONE,1999,4.542938598673459
WESTLAKE-GLADSTONE,2000,4.700999801806403
WESTLAKE-GLADSTONE,2001,2.794796078197028
WESTLAKE-GLADSTONE,2002,3.6168240896014936
WESTLAKE-GLADSTONE,2003,4.990319442183076
WESTLAKE-GLADSTONE,2004,5.666997066178929
WESTLAKE-GLADSTONE,2005,2.2941281154145856
WESTLAKE-GLADSTONE,2006,4.076810413215635
WESTLAKE-GLADSTONE,2007,4.150058063650296
WESTLAKE-GLADSTONE,2008,5.260950613008934
WESTLAKE-GLADSTONE,2009,6.464475792744596
WESTLAKE-GLADSTONE,2010,3.7128652895152805
WESTLAKE-GLADSTONE,2011,2.083837286806254
WHITEHEAD,1996,2.4206045907796496
WHITEHEAD,1997,2.2516478908945716
WHITEHEAD,1998,2.442053184569543
WHITEHEAD,1999,1.6736926589234957
WHITEHEAD,2000,2.1831894581183566
WHITEHEAD,2001,2.0774276837539403
WHITEHEAD,2002,2.3429425815431726
WHITEHEAD,2003,1.9316561822397802
WHITEHEAD,2004,2.7585095766761274
WHITEHEAD,2005,1.908213619630273
WHITEHEAD,2006,3.120502783672221
WHITEHEAD,2007,2.9083665069604656
WHITEHEAD,2008,3.9882303291206873
WHITEHEAD,2009,4.631809447862864
WHITEHEAD,2010,2.550974751321488
WHITEHEAD,2011,1.5900968572475918
WHITEMOUTH,1996,0.4635572235193713
WHITEMOUTH,1997,0.2765672088161054
WHITEMOUTH,1998,0.2950621484410796
WHITEMOUTH,1999,0.5255889922534449
WHITEMOUTH,2000,0.5220475730491617
WHITEMOUTH,2001,0.17176275072187108
WHITEMOUTH,2002,0.5318709614704593
WHITEMOUTH,2003,1.2232102333421428
WHITEMOUTH,2004,0.6420970271079067
WHITEMOUTH,2005,0.14214863175875975
WHITEMOUTH,2006,0.9597311209096543
WHITEMOUTH,2007,0.35522382176361844
WHITEMOUTH,2008,0.8298360969926368
WHITEMOUTH,2009,0.6881991917649691
WHITEMOUTH,2010,0.6089274459678582
WHITEMOUTH,2011,0.9640549711796981
WINNIPEG,1996,0.5350214505663144
WINNIPEG,1997,0.4848226994720417
WINNIPEG,1998,0.7351937699095965
WINNIPEG,1999,0.9002959999224069
WINNIPEG,2000,0.44719456878617136
WINNIPEG,2001,0.14115159339711508
WINNIPEG,2002,0.2114127961383652
WINNIPEG,2003,1.0457669484543
WINNIPEG,2004,0.2996919375508802
WINNIPEG,2005,0.045131283512627796
WINNIPEG,2006,0.5081634325313928
WINNIPEG,2007,0.5666698683991165
WINNIPEG,2008,1.1598407628662821
WINNIPEG,2009,0.7796822067327565
WINNIPEG,2010,0.5692633652998624
WINNIPEG,2011,0.7260810319495841
WOODLANDS,1996,1.4574342355255239
WOODLANDS,1997,1.618879586598321
WOODLANDS,1998,1.8520297941561412
WOODLANDS,1999,2.5224945317451057
WOODLANDS,2000,1.5799254165433099
WOODLANDS,2001,1.1435287292528158
WOODLANDS,2002,1.7461388509862752
WOODLANDS,2003,1.9075248863916698
WOODLANDS,2004,2.942165866061559
WOODLANDS,2005,0.8896778717736921
WOODLANDS,2006,1.8671877910016057
WOODLANDS,2007,2.5951136895153253
WOODLANDS,2008,3.2959426341983122
WOODLANDS,2009,3.564523437146073
WOODLANDS,2010,2.2322600922801508
WOODLANDS,2011,1.4179968241424252
YELLOWHEAD,1996,3.9498155902020784
YELLOWHEAD,1997,2.578294490017767
YELLOWHEAD,1998,3.273962496992236
YELLOWHEAD,1999,4.272086074535458
YELLOWHEAD,2000,3.3929025475831045
YELLOWHEAD,2001,4.072591499638664
YELLOWHEAD,2002,3.825612637496742
YELLOWHEAD,2003,4.28122055006693
YELLOWHEAD,2004,3.3775838223206165
YELLOWHEAD,2005,5.5120364100910715
YELLOWHEAD,2006,6.3795848486991265
YELLOWHEAD,2007,5.77424675754995
YELLOWHEAD,2008,7.244870721483256
YELLOWHEAD,2009,7.081848870075754
YELLOWHEAD,2010,6.670172110238368
YELLOWHEAD,2011,4.752521626730991
